,area,perimeter,major_axis_length,minor_axis_length,orientation
0,2310.5884040302626,220.9799879799157,82.94488552144665,38.881366158804184,1.4374636941881467
1,1897.1637563196957,283.269413487169,116.91207829017192,25.5003017894438,0.12661603825934098
2,14337.911004338626,542.4633414889129,197.57697775782182,101.38261294264808,-1.2459923862049918
3,13553.730861630032,480.99947266216276,170.47425683629612,106.02797646683584,-1.409136673960475
4,8453.512137401842,377.2145318394555,139.745027351964,79.965330619021,1.4784285984441132
5,19811.036609415896,615.365891216526,240.17793812176998,107.22626276015538,-0.20072812672072923
6,6806.9848327297495,363.4390524179684,110.39896142583473,88.69098504201335,-0.20318028166190472
7,11768.43916956506,540.1076631523752,174.04115192725405,106.10283563432128,-0.1525120142783565
8,7637.061206927461,392.2168215814688,155.3801531202562,64.44123487450933,-0.2885141608862785
9,24712.969271038757,701.0913233168177,234.1473976331917,142.93550534544005,0.8142640924761965
10,10980.673383771378,457.15313943410115,180.85349470539907,81.08169114896279,0.008243545164566516
11,4247.911362902936,253.13476930317017,80.07215841284084,68.95094756047222,0.6844811161580585
12,13564.487790885294,471.5183482557978,158.58932756006547,111.3774153586237,1.2722762172720434
13,13534.726953279069,568.6756787677056,238.19367817051966,76.93924333257954,1.5240802964302007
14,3556.240811789594,259.834659613324,94.32141180322878,50.926400449688195,-0.1795056878810568
15,3150.3460145577105,286.89810841146374,109.38772212109738,42.80596814487479,1.4047414357764918
16,15230.736132525366,517.9738786772011,191.10262671214645,106.07767017573538,-0.966531479380937
