,area,perimeter,major_axis_length,minor_axis_length,orientation
0,6176.894368858653,337.70066007084176,110.89475146773258,77.68224170119608,-0.1121681297855952
1,3857.35544217687,258.7557690006218,96.81184299136918,51.94405987569174,0.016575898586745103
2,4015.4557193247665,263.997686499879,89.82644335175962,60.11119782578092,-0.20308727335096502
3,5347.615898211136,302.96091567509404,112.50731154492289,61.61299205131518,1.0523683980503962
4,3376.5983245149905,224.40801138708844,70.22323911924889,61.96159034569635,1.2388403574996827
5,22709.356890904506,618.9045065474802,187.9978083216221,161.26892787862238,0.7258503008528733
6,12240.843096497856,470.87470471016104,164.63872734709713,99.82741504959779,0.870355047115301
7,6013.597568657092,314.3919206545225,116.09802253463964,66.99986322401726,-0.786218862029516
8,6911.178823381203,392.5135422210386,120.44979136966377,82.61855794049409,-0.8376173318225197
9,5322.85367850844,302.8845711689729,106.53997628653462,64.78118650518346,-1.0770928004293598
10,9949.766943814562,444.48882215096455,162.02458635713958,80.95735540661512,0.502114772765281
11,3087.049634668682,247.97139459223405,99.53303394482876,40.008084247388,0.8497709640086809
12,1999.95275888133,184.2523018016023,68.68863193291585,37.516384729298494,0.2653056803610261
