,label,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,max_intensity-0,max_intensity-1,max_intensity-2,mean_intensity-0,mean_intensity-1,mean_intensity-2,min_intensity-0,min_intensity-1,min_intensity-2
0,1,15281.0,794.5156076173025,1188.4555984555984,253.2488401979856,89.60914062015584,0.057083166862255195,791.7716446627535,150.0,150.0,150.0,97.59924088737648,97.59924088737648,97.59924088737648,0.0,0.0,0.0
1,2,3137.0,660.5977048135161,1185.40006375518,66.87724027761118,61.30485893589375,-0.6607220962147777,219.27922061357856,150.0,150.0,150.0,97.4730634364042,97.4730634364042,97.4730634364042,0.0,0.0,0.0
2,3,4731.0,712.1014584654407,796.9970407947579,94.36341575980802,64.71925804763364,0.6500668123278378,273.4802307403552,150.0,150.0,150.0,117.33164235890932,117.33164235890932,117.33164235890932,0.0,0.0,0.0
3,4,4364.0,754.1814848762604,1097.7809349220897,81.51658830681106,68.93436850251071,-0.6052633506318761,268.3086578651014,150.0,150.0,150.0,114.57424381301558,114.57424381301558,114.57424381301558,0.0,0.0,0.0
4,5,3057.0,816.4625449787374,897.888452731436,78.1720306259391,50.48509297413922,-1.2819897934466078,218.89444430272832,150.0,150.0,150.0,112.86882564605823,112.86882564605823,112.86882564605823,0.0,0.0,0.0
5,6,4525.0,889.953591160221,836.398232044199,88.84784020138305,67.33393910679746,-1.2073497662377635,277.2375900532359,150.0,150.0,150.0,116.52596685082872,116.52596685082872,116.52596685082872,0.0,0.0,0.0
