,area,perimeter,major_axis_length,minor_axis_length,orientation
0,13509.526991906141,484.67978987363927,172.0202844357799,105.09696771736087,-0.013359889526163115
1,6794.643696938195,340.21732588274347,124.84506506122239,70.45973180103641,0.14589521338367814
2,14561.619761887083,509.1537977354342,154.0412858264723,129.59811448905646,-0.8783224753551637
3,9478.379248038416,477.9764665980249,166.81830910597265,81.63000531434412,0.3567930083405137
4,5451.072993242742,341.48934956150697,120.6626480594338,64.62096018606276,-0.3237698938219604
5,3743.788520086137,263.1936994944061,83.60834960481925,60.999172338537356,0.4194356384075957
6,575.7877280265341,101.74024531903929,38.33765221692256,19.572561476131387,-0.9135816531672755
7,6492.670973490755,334.94235883815685,110.57496559427115,77.95706282856321,1.563525966720206
8,12875.28526521621,524.3587686501374,197.01047420307287,87.30064276310186,-1.385163077022476
9,9546.258755971388,410.49762698018765,129.07724898262518,101.5516377304963,1.2724922279439146
